Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-07-01,US,United States of America,AMRO,35757,2573393,370,126573
2020-07-02,US,United States of America,AMRO,43556,2616949,560,127133
2020-07-03,US,United States of America,AMRO,54271,2671220,725,127858
2020-07-04,US,United States of America,AMRO,53213,2724433,623,128481
2020-07-05,US,United States of America,AMRO,51933,2776366,745,129226
2020-07-06,US,United States of America,AMRO,57186,2833552,182,129408
2020-07-07,US,United States of America,AMRO,43686,2877238,235,129643
2020-07-08,US,United States of America,AMRO,46194,2923432,320,129963
2020-07-09,US,United States of America,AMRO,50263,2973695,930,130893
2020-07-10,US,United States of America,AMRO,64630,3038325,991,131884
2020-07-11,US,United States of America,AMRO,58975,3097300,799,132683
2020-07-12,US,United States of America,AMRO,66281,3163581,803,133486
2020-07-13,US,United States of America,AMRO,62369,3225950,906,134392
2020-07-14,US,United States of America,AMRO,60113,3286063,312,134704
2020-07-15,US,United States of America,AMRO,58720,3344783,349,135053
2020-07-16,US,United States of America,AMRO,60711,3405494,754,135807
2020-07-17,US,United States of America,AMRO,67165,3472659,946,136753
2020-07-18,US,United States of America,AMRO,71484,3544143,921,137674
2020-07-19,US,United States of America,AMRO,74354,3618497,917,138591
2020-07-20,US,United States of America,AMRO,66963,3685460,877,139468
2020-07-21,US,United States of America,AMRO,62788,3748248,496,139964
2020-07-22,US,United States of America,AMRO,57276,3805524,473,140437
2020-07-23,US,United States of America,AMRO,62929,3868453,1042,141479
2020-07-24,US,United States of America,AMRO,69641,3938094,1074,142553
2020-07-25,US,United States of America,AMRO,71714,4009808,1110,143663
2020-07-26,US,United States of America,AMRO,74235,4084043,1135,144798
2020-07-27,US,United States of America,AMRO,63968,4148011,929,145727
2020-07-28,US,United States of America,AMRO,61498,4209509,604,146331
2020-07-29,US,United States of America,AMRO,54022,4263531,1118,147449
2020-07-30,US,United States of America,AMRO,59629,4323160,1191,148640
2020-07-31,US,United States of America,AMRO,65406,4388566,1414,150054
2020-08-01,US,United States of America,AMRO,67823,4456389,1211,151265
2020-08-02,US,United States of America,AMRO,67499,4523888,1365,152630
2020-08-03,US,United States of America,AMRO,58388,4582276,1127,153757
2020-08-04,US,United States of America,AMRO,47183,4629459,469,154226
2020-08-05,US,United States of America,AMRO,49151,4678610,726,154952
2020-08-06,US,United States of America,AMRO,49629,4728239,1098,156050
2020-08-07,US,United States of America,AMRO,53373,4781612,1307,157357
2020-08-08,US,United States of America,AMRO,55318,4836930,1249,158606
2020-08-09,US,United States of America,AMRO,61028,4897958,1324,159930
2020-08-10,US,United States of America,AMRO,53893,4951851,1059,160989
2020-08-11,US,United States of America,AMRO,47964,4999815,558,161547
2020-08-12,US,United States of America,AMRO,39894,5039709,557,162104
2020-08-13,US,United States of America,AMRO,54791,5094500,1236,163340
2020-08-14,US,United States of America,AMRO,55907,5150407,1486,164826
2020-08-15,US,United States of America,AMRO,52799,5203206,1169,165995
2020-08-16,US,United States of America,AMRO,55359,5258565,1206,167201
2020-08-17,US,United States of America,AMRO,54375,5312940,1144,168345
2020-08-18,US,United States of America,AMRO,41073,5354013,654,168999
2020-08-19,US,United States of America,AMRO,39125,5393138,509,169508
2020-08-20,US,United States of America,AMRO,37908,5431046,1132,170640
2020-08-21,US,United States of America,AMRO,46259,5477305,1393,172033
2020-08-22,US,United States of America,AMRO,43952,5521257,1065,173098
2020-08-23,US,United States of America,AMRO,45960,5567217,1148,174246
2020-08-24,US,United States of America,AMRO,44946,5612163,997,175243
2020-08-25,US,United States of America,AMRO,37765,5649928,570,175813
2020-08-26,US,United States of America,AMRO,32883,5682811,388,176201
2020-08-27,US,United States of America,AMRO,37030,5719841,1131,177332
2020-08-28,US,United States of America,AMRO,45484,5765325,1229,178561
2020-08-29,US,United States of America,AMRO,46194,5811519,1155,179716
2020-08-30,US,United States of America,AMRO,44002,5855521,973,180689
2020-08-31,US,United States of America,AMRO,43983,5899504,1000,181689
2020-09-01,US,United States of America,AMRO,37068,5936572,473,182162
2020-09-02,US,United States of America,AMRO,31808,5968380,423,182585
2020-09-03,US,United States of America,AMRO,42662,6011042,1025,183610
2020-09-04,US,United States of America,AMRO,39402,6050444,1004,184614
2020-09-05,US,United States of America,AMRO,44563,6095007,1073,185687
2020-09-06,US,United States of America,AMRO,49131,6144138,976,186663
2020-09-07,US,United States of America,AMRO,45350,6189488,878,187541
2020-09-08,US,United States of America,AMRO,33486,6222974,462,188003
2020-09-09,US,United States of America,AMRO,26015,6248989,169,188172
2020-09-10,US,United States of America,AMRO,23204,6272193,436,188608
2020-09-11,US,United States of America,AMRO,31988,6304181,1101,189709
2020-09-12,US,United States of America,AMRO,37128,6341309,1078,190787
2020-09-13,US,United States of America,AMRO,45523,6386832,1022,191809
2020-09-14,US,United States of America,AMRO,40126,6426958,803,192612
2020-09-15,US,United States of America,AMRO,35177,6462135,507,193119
2020-09-16,US,United States of America,AMRO,34111,6496246,375,193494
2020-09-17,US,United States of America,AMRO,34078,6530324,940,194434
2020-09-18,US,United States of America,AMRO,40795,6571119,1204,195638
2020-09-19,US,United States of America,AMRO,42618,6613737,827,196465
2020-09-20,US,United States of America,AMRO,48266,6662003,977,197442
2020-09-21,US,United States of America,AMRO,41695,6703698,652,198094
2020-09-22,US,United States of America,AMRO,36766,6740464,269,198363
2020-09-23,US,United States of America,AMRO,39145,6779609,430,198793
2020-09-24,US,United States of America,AMRO,49176,6828785,807,199600
2020-09-25,US,United States of America,AMRO,40043,6868828,1125,200725
2020-09-26,US,United States of America,AMRO,41254,6910082,909,201634
2020-09-27,US,United States of America,AMRO,50070,6960152,844,202478
2020-09-28,US,United States of America,AMRO,48958,7009110,851,203329
2020-09-29,US,United States of America,AMRO,35217,7044327,291,203620
2020-09-30,US,United States of America,AMRO,32688,7077015,255,203875
2020-10-01,US,United States of America,AMRO,38476,7115491,767,204642
2020-10-02,US,United States of America,AMRO,44985,7160476,1024,205666
2020-10-03,US,United States of America,AMRO,46293,7206769,892,206558
2020-10-04,US,United States of America,AMRO,49465,7256234,808,207366
2020-10-05,US,United States of America,AMRO,49036,7305270,698,208064
2020-10-06,US,United States of America,AMRO,36136,7341406,369,208433
2020-10-07,US,United States of America,AMRO,38920,7380326,354,208787
2020-10-08,US,United States of America,AMRO,38904,7419230,663,209450
2020-10-09,US,United States of America,AMRO,52458,7471688,888,210338
2020-10-10,US,United States of America,AMRO,54232,7525920,973,211311
2020-10-11,US,United States of America,AMRO,57828,7583748,918,212229
2020-10-12,US,United States of America,AMRO,53055,7636803,575,212804
